TweetID,text,Expert,Amateur_HS,hate speech,Wa_Hov_HS
563316544004816896,Leave it to GG to think women need to compete for the attention of men. Haven't you listened to Bey's flawless? GAWD http://t.co/7INyoEsKQs,0,3,1,0.0
565955055338414080,TWITTER__ERRORNo status found with that ID.,0,3,1,0.0
572327485909573632,TWITTER__ERRORNo status found with that ID.,1,-1,1,0.0
572348106202750976,TWITTER__ERRORNo status found with that ID.,1,3,1,0.0
576089102530973696,"@SatoshiKsutra @Popehat @DarkTechMonitor @freebsdgirl yes there is, you illegitimate cockwaffle. stay in school.",0,3,1,0.0
563879402648252416,@girlziplocked @ameliagreenhall i have been raging at him for uh... 5 months? i think? ever since innovating women.,0,3,1,0.0
572338617772740608,"TWITTER__ERRORSorry, you are not authorized to see this status.",0,3,1,0.0
566476967617101824,"RT @hypatiadotca: @tarah well, let me tell you how this looks: throwing another woman under the bus to suck up to a shitty dude while also …",0,3,1,0.0
562704729965613059,#stopwadhwa2015 because he follows a pathetically low amount of female engineers. But he's cool with female reporters.,0,4,1,0.0
568441351143993345,TWITTER__ERRORNo status found with that ID.,1,1,1,0.0
566380836044296194,RT @dearsarah: @MadcapOcelot @freebsdgirl also (the awesome) @ellenchisa counted the # of women he follows &amp; wrote about it here http://t.c…,0,3,1,0.0
564900378215342080,"Oh. He's also got ties to jason. LOL. okay, then. Basically a waste of anyone's time that isn't a white cishet male.",0,3,1,0.0
572338419851911168,TWITTER__ERRORNo status found with that ID.,1,1,1,0.0
570980055960178688,@Friday13 @DarkSim7 @InvisibleJimBSH @iam8bit your mom was uncalled for.,1,-1,1,0.0
564679880403460096,@Spacekatgal 80% of his points are bullshit taken from white cis male standpoint. no harassment on fbook? pft. providing ID/addy? NOPE.,0,3,1,0.0
572280233925083136,"@oolon you know this is like the only time a dude's code was ever incorrectly attributed to a chick, ever. :P",0,3,1,0.0
568460309876199424,"@DefaultProphet in their defense, some incarnations of jubilee weren't portrayed as asian.",1,-1,1,0.0
571714433996570625,"Oh, I see. It's @jennofhardwire sending her little harassment squad after me. Like we can't see right through her innocent act.",1,-1,1,0.0
572344048385540096,"loving the tweets on the #Sassy girls cooking on #MKR tonight! 
#MyKitchenRules",1,1,1,0.0
572345326004129792,Sorry #killerblondes but you are a long LONG way from refined. #mkr,1,1,1,0.0
562698136104484865,"RT @desertfox899: Wadhwa is an unapologetic furtherer of Shanley's abusive Neo Nazi ex, Weev. #stopwadhwa2015",0,3,1,0.0
571725751138983938,"And then there's this person, who suggests PC-BSD because FreeBSD are all sjws. https://t.co/ubnhhv9yQ0",1,-1,1,0.0
570989435287764994,Did you hear that? That's the sound of a bunch of women in tech setting up filters to fwd emails from @ninaburleigh to /dev/null. Good job.,0,3,1,0.0
572340706393632768,TWITTER__ERRORNo status found with that ID.,1,-1,1,0.0
562738805267267586,"TWITTER__ERRORSorry, you are not authorized to see this status.",0,3,1,0.0
571356347129671680,Want more women in FOSS? Dropkick these people into the sun.,0,3,1,0.0
564907314860150786,"@jurijuri that was one of the few grownup movies I saw as a kid. Those 3 breasts, they stuck with me forever. Never forget.",1,3,1,0.0
572347419209252865,Not dumb blondes...mmm...perhaps just delusions of adequacy? #MKR,1,3,1,0.0
563808736980901889,RT @thebolditalic: Repeatedly calling a woman a bitch from the stage was just part of the Crunchies' problems with women http://t.co/tiqbXU…,0,3,1,0.0
566650928410165248,"She also claimed that women being angry with Wadhwa was worse than the death threats we were getting because we're ""used to it"".",0,3,1,0.0
562697097401876481,"Wadhwa thinks women only disagree vocally with him because they want ""attention"". #stopwadhwa2015",0,3,1,0.0
569174560978792448,"lol, that chick from last night is still raging about me blocking her, i guess.",1,1,1,0.0
572336657384407040,yeah colin would be looking for more fat in his sausage.... #MKR,1,1,1,0.0
572340723405627392,TWITTER__ERRORNo status found with that ID.,1,-1,1,0.0
571083676177444864,@PeerWorker @DerAmazingLarry @Quinnae_Moon @feministing you're really fond of lying about everything. I said they aren't ISIS.,1,-1,1,0.0
571355526589587456,"Female devs make me uncomfortable, so let's imply her work was a single commit. http://t.co/tcBENL2vxh",1,3,1,0.0
568679288825737216,RT @MetroidThief: @freebsdgirl OH MY GOD. WHAT IF HE'S TRYING TO TEACH WOMEN TO BE ASSERTIVE BY GETTING THEM TO TELL HIM TO GO TO HELL.,0,3,1,0.0
568176687629774848,"RT @yjoyding: Followed by ""There are a couple female engineers, but that makes sense because they don't do much hardcore backend work or an…",0,3,1,0.0
572336451221757953,“@CarlyandTresne: Really!!! Really!!! Another round!! #MKR those butcher promo girls better be nice to Sheri and Emilie.” Yes OR else,1,1,1,0.0
568669828317200385,"""[women] don't understand how journalism works. that i have given women a platform.""",1,1,1,0.0
573776782706352128,"RT @0xabad1dea: Certain threads:
👦 tech isn’t sexist
👧 yes it is
👦 no it isn’t
👧👧 yes it is
👦 no it isn’t
👧👧👧 yes it is
👦 no it isn’t
👧👧👧👧 …",1,-1,1,0.0
566064291431067649,TWITTER__ERRORNo status found with that ID.,0,3,1,0.0
568675222561247232,"ethics in journalism. ETHICS. IN. JOURRRRRRRNALISM. No wonder he's friends with that walking burrito fart, milo.",0,3,1,0.0
566064528673484801,It was upsetting to see acted out what I'm willing to bet is the fantasy of *many* GamerGaters. Putting a loud feminist in her place.,0,3,1,0.0
563880376309805056,"@girlziplocked the anti-abuse thing is my main focus, always. but in my spare time? his bullshit *is* abusive towards feminism.",0,3,1,0.0
563426726693183488,"RT @jburrows: To The FDA, Everyone Transgender Is a Gay Man http://t.co/0wmVJwsLQy",1,-1,1,0.0
571718637117042689,TWITTER__ERRORNo status found with that ID.,1,3,1,0.0
576550148383186944,@FemmesinFridges yup. I have a major problem with DC and their treatment of women.,0,3,1,0.0
565623097047670784,RT @hypatiadotca: http://t.co/quwgLkwFab Wadhwa now /literally/ silencing women in tech. *golf clap*,0,3,1,0.0
572341813429739521,TWITTER__ERRORNo status found with that ID.,1,3,1,0.0
572340204062707712,TWITTER__ERRORNo status found with that ID.,1,-1,1,0.0
572337067436351489,TWITTER__ERRORUser has been suspended.,1,1,1,0.0
563880090732216320,"@girlziplocked @ameliagreenhall sigh. he accused me of racism... for what, i have no idea.",0,3,1,0.0
572343206479712256,TWITTER__ERRORNo status found with that ID.,1,-1,1,0.0
565042095069466625,@BlackMilkTweets I LOVE YOU. Wearing my wonder woman swimmie while I write code to help protect people from online harassment. &lt;3,0,2,1,0.0
572335873158619136,Really!!! Really!!! Another round!! #MKR those butcher promo girls better be nice to Sheri and Emilie.,1,-1,1,0.0
563379416479170560,"I like to think that feminists can do feminism however they want,
I don't judge. But if your feminism shits on WoC, it's not feminism.",0,3,1,0.0
572340883489615872,"@mykitchenrules #MKR The girls are bringing some ""Sassy-ges"" to the table.",1,-1,1,0.0
574966196602204160,"@wetsprocket I don't think I've ever even directly mentioned her username, tho. But I'm sure she'll still yell ""dogpile!""",1,1,1,0.0
566766233526468609,"RT @harikondabolu: Hey @BobbyJindal, here's my response to your accusation of being ""obsessed with race."" http://t.co/oD0fMFvHat",1,-1,1,0.0
568808279167475715,"Oh. there goes @wadhwa using his position to shame @shanley publicly again over her sex life. SET YOURSELF ON FIRE YOU SEXIST SCUMBAG, thx.",0,3,1,0.0
571715507994296320,"RT @CatDeSpira: @freebsdgirl  Ignore fools. Embrace the term ""bitch"". It means you have strength and express your own opinions. ""Bitch"" is …",1,10,1,0.0
572337632375513089,@shootshareeat @mykitchenrules No. It's obvious the producers want some volatile action between the women for ratings. #MKR,0,3,1,0.0
565754223963684867,"@voretaq7 i didn't read much content, just enough to see that he's getting a lot of notifications. i ignore FYGM girls.",1,1,1,0.0
563876639109414915,@Ruderzz that no one has contested. it's an old and tiresome trick used by trolls and pseudo-feminists all the time.,0,3,1,0.0
565752006250618880,RT @sheconsulting: 63% of women know someone who’s been harassed online. RT @amyvernon: via @RadCampaign #SVU #IntimidationGame http://t.co…,0,3,1,0.0
568443777402011649,This person thinks that ~6 people tweeting at them for being a sealioning ass is the worst thing in the world.,0,3,1,0.0
572336406053322753,"Sauce, capsicum and stock from a packet / jar..The quality of cooking I expected. Double standards from the 'promo girls' #Mkr #MKR #MKR2015",1,1,1,0.0
568859382751952898,@TURBOCUNT YES AND YOU ARE ADORABLE. ^.^,1,-1,1,0.0
566314345530150912,RT @halletecco: Feminists don't need to be female. Do not #stopWadhwa2015. Instead let's encourage more men to speak up. @wadhwa @jason,1,1,1,0.0
563034338183639040,I am going to smack down anyone I see bitching about how cernovich bought his followers. You're spreading unsubstantiated rumors. Not cool.,1,3,1,0.0
564903725827776512,"Minorities said ""fuck this"", burnt the building down, left.

CA's primary export became popped collars.

The end.",0,3,1,0.0
572343346716262400,TWITTER__ERRORNo status found with that ID.,1,-1,1,0.0
562698077753331712,"RT @Auragasmic: Wadhwa is like most male ""allies"" who use women's suffering for their own financial &amp; career advancement  #stopwadhwa2015",0,3,1,0.0
563306145444425728,RT @NoToFeminism: I don’t need femisnn i heard femists were trying to write a book sequel called To Mock a Meningbird,1,3,1,0.0
572344928069500929,TWITTER__ERRORUser has been suspended.,1,3,1,0.0
572344053641043968,"TWITTER__ERRORSorry, you are not authorized to see this status.",1,1,1,0.0
564926351476404224,"RT @coil780: @freebsdgirl which is what GG doesn't get, either. Not even about them, it's about harassment. They jst insist it's not real/b…",0,3,1,0.0
570994227129094145,@jlorry96 @ninaburleigh @wadhwa i'm calling her dumb because she fell for his bullshit and also quoted one of the women he abused.,1,1,1,0.0
572340641092526080,TWITTER__ERRORNo status found with that ID.,1,-1,1,0.0
572336241871478786,Absolutely #blondemoment #MKR,1,1,1,0.0
563462201336676353,RT @gater_ebooks: Is it true that if women ran the world we'd all still be living in echo chambers.,1,3,1,0.0
575353613310164992,"RT @shanley: That campaign signals to any stalkers, past partners, etc. that now is the time to GET THEM. This often means cyber sexual ass…",0,3,1,0.0
572338147700293632,"If you talk the talk, you gotta walk the walk!! Do the girls know the recipe for humble pie??? #MKR",1,-1,1,0.0
562709720554029057,"RT @nihonmama: ""women should let the boys have their social media, while they save the world.” ~@wadhwa 

Enough said. 

Thanks @ameliagree…",1,1,1,0.0
566379112936132608,TWITTER__ERRORNo status found with that ID.,1,3,1,0.0
572336280186429440,TWITTER__ERRORNo status found with that ID.,1,3,1,0.0
564887858612146179,"RT @Lunchaballin: HOT SINGLES ARE IN YOUR AREA
&gt;go west

THE HOT SINGLES ARE CIRCLING
&gt;go south

THE HOT SINGLES CAN SMELL YOUR FEAR
&gt;go so…",1,1,1,0.0
566309357252780032,Don't try to explain the internet to women. http://t.co/mTBr9zWpsL (via @IamStan),0,3,1,0.0
572336380614856706,TWITTER__ERRORNo status found with that ID.,1,1,1,0.0
564570357303365633,"In the past 12h, @spacekatgal is seeing the most targeted abuse, with 194 (36 OC/158 RT) GG hashtaged tweets mentioning her. Congrats!",1,-1,1,0.0
562712435388600321,"RT @wadhwa: Sad thing is that women in tech debate is becoming radicalized. People with personal agendas beginning to dominate, pushing out…",0,3,1,0.0
564916216150491136,TOO MANY RULES. FEMALES ARE BAD AT MATH. #ladylike http://t.co/lurGr17swx,1,3,1,0.0
563487360361324544,Wow. I just realize how much life must suck for somebody who is actually named Vivian James.,1,1,1,0.0
565214058555523074,TWITTER__ERRORUser has been suspended.,1,3,1,0.0
563556066953154560,"@stockputout if you mean they have giant dicks that they're swinging around, yes.",0,3,1,0.0
566644670659178496,Dehydrated vaginas - I mean pears - for breakfast. http://t.co/JTRMHHTMTj,1,3,1,0.0
569174285849219073,TWITTER__ERRORUser has been suspended.,1,-1,1,0.0
562738902055022594,RT @wilkieii: The @InnovatingWomen account is literally @wadhwa retweeting himself talking for women in tech. Seriously. Look at it. #StopW…,0,3,1,0.0
566650436988719104,Tarah Wheeler Van Vlack threw a bunch of women under the bus so she could get Wadhwa's support for her Women in Tech book.,0,3,1,0.0
563378703862755328,TWITTER__ERRORNo status found with that ID.,0,3,1,0.0
571350489649950720,Another example of comments that female FOSS devs get on a regular basis. Don't like her code? Insult her appearance! http://t.co/haTKHRheNf,1,1,1,0.0
576514760901943297,"oh, this is bad. this is really, really bad. CW: sexual assault, DC comics. (hey, DC is bad content for some) http://t.co/HM1ZJaNAa8",0,3,1,0.0
568667193300246528,"""these are women not on social media. these are women not like the ones you are interviewing."" - because women on social media aren't real.",0,3,1,0.0
563082550504349699,"RT @kerrizor: “To start, @Wadhwa needs to shut up about women in tech already!”

http://t.co/Z8IbGNjVsX",0,3,1,0.0
572346235719323648,I think they're deconstraucted Pro . . . mowhores #MKR,0,1,0,1.0
461076562830319616,Deb better be there tonight or #MKR can fuck me hard with a rusty chainsaw and call it mary....,0,1,0,1.0
572328799284551680,TWITTER__ERRORNo status found with that ID.,1,-3,0,1.0
572317842722299904,#mkr OH MY GAWD WE ARE LIKE SO HOT I CAN'T EVEN... http://t.co/yisKQvhmkH,1,-3,0,1.0
684779048120258560,TWITTER__ERRORNo status found with that ID.,0,-1,0,1.0
572338645950062593,"“@walslab: Out of the two blondes, which one is Beavis and which is Butthead #MKR” Does it matter?",0,-1,0,1.0
595166563516329985,Ash found her inner bogun #whistle #fingersinthemouth Ewwww #MKR,0,-3,0,1.0
572319608947912704,"the theme for their instant restaurant appears to be ""barbie's dream narcissism kitchen"" 💋 #MKR",0,-3,0,1.0
572337535403180032,"@mykitchenrules Did Stevie Wonder choose these ""models""? #MKR",1,-3,0,1.0
572344011043688448,"Actually Nikki really is quite good looking, wait till my shots hit the newstand! #mkr #photography #fashion",0,-3,0,1.0
572339405827923970,TWITTER__ERRORNo status found with that ID.,0,-1,0,1.0
572343516271001601,Obviously natural blondes!! #mkr,1,-3,0,1.0
572337330083643392,"TWITTER__ERRORSorry, you are not authorized to see this status.",1,-3,0,1.0
572336260963938304,"TWITTER__ERRORSorry, you are not authorized to see this status.",0,-3,0,1.0
572341685520216064,"TWITTER__ERRORSorry, you are not authorized to see this status.",1,-3,0,1.0
572344602469908480,I've had better looking shits than these two! #MKR2015 #MKR #killerblondes,1,-3,0,1.0
572317068969697280,TWITTER__ERRORUser has been suspended.,0,-3,0,1.0
572337021588414464,"TWITTER__ERRORSorry, you are not authorized to see this status.",1,-3,0,1.0
572339019238940672,@mykitchenrules did you find Katie and Nikki in the line for Mt Druitt's next top model? #MKR,1,-3,0,1.0
572338459932663810,"#MKR maybe you girls should go back to cutting up cows and pigs, don't quit your day job!! @mykitchenrules",0,-1,0,1.0
568340978861355008,"In the words of former contestant @whatsnextjake , Katie and Nikki need to calm their farm. #MKR",0,-3,0,1.0
319399851215433729,TWITTER__ERRORNo status found with that ID.,0,1,0,1.0
572344614910349312,"I dislike Kat more than the blondes who are going to tell us they're hot another 50,000 times #MKR #notaustraliasnexttopmodel",1,-3,0,1.0
572344114332626944,shit she knows how to walk.....you go girl...one foot in front of the other.....#MKR,1,-3,0,1.0
572321733841063936,TWITTER__ERRORNo status found with that ID.,0,1,0,1.0
572330821433966592,These girls are pretty...awful. #gohome #MKR,1,-3,0,1.0
572334859902844929,STOP SAYING SASS OR I WILL PUT MY FOOT UP YOUR ASS #MKR,0,-3,0,1.0
572338299106291713,Catching up with #MKR. If society judges these two as pretty then I really have no friggin hope.,1,-3,0,1.0
572332552016437249,My deconstructed tart joke from the last season of #MKR http://t.co/10LPgtdopB,0,-32,0,1.0
